xid;data_hora;;;;;;
URU_Inv_1.10_STR_Corrente PV29 (A);2026-07-15 10:08:37.1860;;;;;;
URU_Inv_1.10_STR_Corrente PV30 (A);2026-07-15 10:01:50.8790;;;;;;
URU_Inv_1.10_STR_Corrente PV30 (A);2026-07-15 10:03:37.1860;;;;;;
URU_Inv_1.10_STR_Corrente PV30 (A);2026-07-15 10:06:50.8790;;;;;;
URU_Inv_1.10_STR_Corrente PV30 (A);2026-07-15 10:08:37.1860;;;;;;
URU_Inv_1.10_STR_Tensão PV01 (V);2026-07-15 10:01:50.7540;;;;;;
URU_Inv_1.10_STR_Tensão PV01 (V);2026-07-15 10:03:36.9830;;;;;;
URU_Inv_1.10_STR_Tensão PV01 (V);2026-07-15 10:06:50.7540;;;;;;
URU_Inv_1.10_STR_Tensão PV01 (V);2026-07-15 10:08:36.9830;;;;;;
URU_Inv_1.10_STR_Tensão PV02 (V);2026-07-15 10:01:50.8160;;;;;;
URU_Inv_1.10_STR_Tensão PV02 (V);2026-07-15 10:03:37.1080;;;;;;
URU_Inv_1.10_STR_Tensão PV02 (V);2026-07-15 10:06:50.8160;;;;;;
URU_Inv_1.10_STR_Tensão PV02 (V);2026-07-15 10:08:37.1080;;;;;;
URU_Inv_1.10_STR_Tensão PV03 (V);2026-07-15 10:01:50.8320;;;;;;
URU_Inv_1.10_STR_Tensão PV03 (V);2026-07-15 10:03:37.1080;;;;;;
URU_Inv_1.10_STR_Tensão PV03 (V);2026-07-15 10:06:50.8320;;;;;;
URU_Inv_1.10_STR_Tensão PV03 (V);2026-07-15 10:08:37.1080;;;;;;
URU_Inv_1.10_STR_Tensão PV04 (V);2026-07-15 10:01:50.8320;;;;;;
URU_Inv_1.10_STR_Tensão PV04 (V);2026-07-15 10:03:37.1080;;;;;;
URU_Inv_1.10_STR_Tensão PV04 (V);2026-07-15 10:06:50.8320;;;;;;
URU_Inv_1.10_STR_Tensão PV04 (V);2026-07-15 10:08:37.1080;;;;;;
URU_Inv_1.10_STR_Tensão PV05 (V);2026-07-15 10:01:50.8320;;;;;;
URU_Inv_1.10_STR_Tensão PV05 (V);2026-07-15 10:03:37.1240;;;;;;
URU_Inv_1.10_STR_Tensão PV05 (V);2026-07-15 10:06:50.8320;;;;;;
URU_Inv_1.10_STR_Tensão PV05 (V);2026-07-15 10:08:37.1240;;;;;;
URU_Inv_1.10_STR_Tensão PV06 (V);2026-07-15 10:01:50.8320;;;;;;
URU_Inv_1.10_STR_Tensão PV06 (V);2026-07-15 10:03:37.1240;;;;;;
URU_Inv_1.10_STR_Tensão PV06 (V);2026-07-15 10:06:50.8320;;;;;;
URU_Inv_1.10_STR_Tensão PV06 (V);2026-07-15 10:08:37.1240;;;;;;
URU_Inv_1.11_CAL_Energia Esperada (KWh);2026-07-15 10:02:01.8970;;;;;;
URU_Inv_1.11_CAL_Energia Esperada (KWh);2026-07-15 10:03:46.5460;;;;;;
URU_Inv_1.11_CAL_Energia Esperada (KWh);2026-07-15 10:07:01.8970;;;;;;
URU_Inv_1.11_CAL_Energia Esperada (KWh);2026-07-15 10:08:46.5460;;;;;;
URU_Inv_1.11_CAL_Energia Total Acumulada (KWh);2026-07-15 10:02:01.8970;;;;;;
URU_Inv_1.11_CAL_Energia Total Acumulada (KWh);2026-07-15 10:03:46.5610;;;;;;
URU_Inv_1.11_CAL_Energia Total Acumulada (KWh);2026-07-15 10:07:01.8970;;;;;;
URU_Inv_1.11_CAL_Energia Total Acumulada (KWh);2026-07-15 10:08:46.5610;;;;;;
URU_Inv_1.11_CAL_Fator de Capacidade Diário;2026-07-15 10:02:01.9130;;;;;;
URU_Inv_1.11_CAL_Fator de Capacidade Diário;2026-07-15 10:03:46.5610;;;;;;
URU_Inv_1.11_CAL_Fator de Capacidade Diário;2026-07-15 10:07:01.9130;;;;;;
URU_Inv_1.11_CAL_Fator de Capacidade Diário;2026-07-15 10:08:46.5610;;;;;;
URU_Inv_1.11_CAL_Fator de Capacidade Mensal;2026-07-15 10:02:01.9130;;;;;;
URU_Inv_1.11_CAL_Fator de Capacidade Mensal;2026-07-15 10:03:46.5610;;;;;;
URU_Inv_1.11_CAL_Fator de Capacidade Mensal;2026-07-15 10:07:01.9130;;;;;;
URU_Inv_1.11_CAL_Fator de Capacidade Mensal;2026-07-15 10:08:46.5610;;;;;;
URU_Inv_1.11_CAL_PR Ajustado (%);2026-07-15 10:02:01.8970;;;;;;
URU_Inv_1.11_CAL_PR Ajustado (%);2026-07-15 10:03:46.5460;;;;;;
URU_Inv_1.11_CAL_PR Ajustado (%);2026-07-15 10:07:01.8970;;;;;;
URU_Inv_1.11_CAL_PR Ajustado (%);2026-07-15 10:08:46.5460;;;;;;
URU_Inv_1.11_CAL_PR Simples (%);2026-07-15 10:02:01.8970;;;;;;
URU_Inv_1.11_CAL_PR Simples (%);2026-07-15 10:03:46.5610;;;;;;
URU_Inv_1.11_CAL_PR Simples (%);2026-07-15 10:07:01.8970;;;;;;
URU_Inv_1.11_CAL_PR Simples (%);2026-07-15 10:08:46.5610;;;;;;
URU_Inv_1.11_CAL_Rendimento (%);2026-07-15 10:02:01.8970;;;;;;
URU_Inv_1.11_CAL_Rendimento (%);2026-07-15 10:03:46.5460;;;;;;
URU_Inv_1.11_CAL_Rendimento (%);2026-07-15 10:07:01.8970;;;;;;
URU_Inv_1.11_CAL_Rendimento (%);2026-07-15 10:08:46.5460;;;;;;
URU_Inv_1.11_CMD_Ligar/Desligar;2026-07-15 10:01:51.1450;;;;;;
URU_Inv_1.11_CMD_Ligar/Desligar;2026-07-15 10:03:37.4670;;;;;;
URU_Inv_1.11_CMD_Ligar/Desligar;2026-07-15 10:06:51.1450;;;;;;
URU_Inv_1.11_CMD_Ligar/Desligar;2026-07-15 10:08:37.4670;;;;;;
URU_Inv_1.11_CTE_Número de Série;2026-07-15 10:01:51.1290;;;;;;
URU_Inv_1.11_CTE_Número de Série;2026-07-15 10:03:37.4520;;;;;;
URU_Inv_1.11_CTE_Número de Série;2026-07-15 10:06:51.1290;;;;;;
URU_Inv_1.11_CTE_Número de Série;2026-07-15 10:08:37.4520;;;;;;
URU_Inv_1.11_MED_Corrente - Fase A (A);2026-07-15 10:01:51.1130;;;;;;
URU_Inv_1.11_MED_Corrente - Fase A (A);2026-07-15 10:03:37.4360;;;;;;
URU_Inv_1.11_MED_Corrente - Fase A (A);2026-07-15 10:06:51.1130;;;;;;
URU_Inv_1.11_MED_Corrente - Fase A (A);2026-07-15 10:08:37.4360;;;;;;
URU_Inv_1.11_MED_Corrente - Fase B (A);2026-07-15 10:01:51.1130;;;;;;
URU_Inv_1.11_MED_Corrente - Fase B (A);2026-07-15 10:03:37.4360;;;;;;
URU_Inv_1.11_MED_Corrente - Fase B (A);2026-07-15 10:06:51.1130;;;;;;
URU_Inv_1.11_MED_Corrente - Fase B (A);2026-07-15 10:08:37.4360;;;;;;
URU_Inv_1.11_MED_Corrente - Fase C (A);2026-07-15 10:01:51.1130;;;;;;
URU_Inv_1.11_MED_Corrente - Fase C (A);2026-07-15 10:03:37.4360;;;;;;
URU_Inv_1.11_MED_Corrente - Fase C (A);2026-07-15 10:06:51.1130;;;;;;
URU_Inv_1.11_MED_Corrente - Fase C (A);2026-07-15 10:08:37.4360;;;;;;
URU_Inv_1.11_MED_Energia Diária (KWh);2026-07-15 10:01:51.1130;;;;;;
URU_Inv_1.11_MED_Energia Diária (KWh);2026-07-15 10:03:37.4520;;;;;;
URU_Inv_1.11_MED_Energia Diária (KWh);2026-07-15 10:06:51.1130;;;;;;
URU_Inv_1.11_MED_Energia Diária (KWh);2026-07-15 10:08:37.4520;;;;;;
URU_Inv_1.11_MED_Energia Mensal (KWh);2026-07-15 10:01:51.1600;;;;;;
URU_Inv_1.11_MED_Energia Mensal (KWh);2026-07-15 10:03:37.4670;;;;;;
URU_Inv_1.11_MED_Energia Mensal (KWh);2026-07-15 10:06:51.1600;;;;;;
URU_Inv_1.11_MED_Energia Mensal (KWh);2026-07-15 10:08:37.4670;;;;;;
URU_Inv_1.11_MED_Energia Total Acumulada (Wh);2026-07-15 10:01:51.1130;;;;;;
URU_Inv_1.11_MED_Energia Total Acumulada (Wh);2026-07-15 10:03:37.4360;;;;;;
URU_Inv_1.11_MED_Energia Total Acumulada (Wh);2026-07-15 10:06:51.1130;;;;;;
URU_Inv_1.11_MED_Energia Total Acumulada (Wh);2026-07-15 10:08:37.4360;;;;;;
URU_Inv_1.11_MED_Fator de Potência;2026-07-15 10:01:51.1450;;;;;;
URU_Inv_1.11_MED_Fator de Potência;2026-07-15 10:03:37.4670;;;;;;
URU_Inv_1.11_MED_Fator de Potência;2026-07-15 10:06:51.1450;;;;;;
URU_Inv_1.11_MED_Fator de Potência;2026-07-15 10:08:37.4670;;;;;;
URU_Inv_1.11_MED_Frequência (Hz);2026-07-15 10:01:51.1290;;;;;;
URU_Inv_1.11_MED_Frequência (Hz);2026-07-15 10:03:37.4520;;;;;;
URU_Inv_1.11_MED_Frequência (Hz);2026-07-15 10:06:51.1290;;;;;;
URU_Inv_1.11_MED_Frequência (Hz);2026-07-15 10:08:37.4520;;;;;;
URU_Inv_1.11_MED_Potência Aparente (KVA);2026-07-15 10:01:51.1910;;;;;;
URU_Inv_1.11_MED_Potência Aparente (KVA);2026-07-15 10:03:37.4830;;;;;;
URU_Inv_1.11_MED_Potência Aparente (KVA);2026-07-15 10:06:51.1910;;;;;;
URU_Inv_1.11_MED_Potência Aparente (KVA);2026-07-15 10:08:37.4830;;;;;;
URU_Inv_1.11_MED_Potência Ativa (KW);2026-07-15 10:01:51.1600;;;;;;
URU_Inv_1.11_MED_Potência Ativa (KW);2026-07-15 10:03:37.4830;;;;;;
URU_Inv_1.11_MED_Potência Ativa (KW);2026-07-15 10:06:51.1600;;;;;;
URU_Inv_1.11_MED_Potência Ativa (KW);2026-07-15 10:08:37.4830;;;;;;
URU_Inv_1.11_MED_Potência Ativa (W);2026-07-15 10:01:52.0040;;;;;;
URU_Inv_1.11_MED_Potência Ativa (W);2026-07-15 10:03:38.8580;;;;;;
URU_Inv_1.11_MED_Potência Ativa (W);2026-07-15 10:06:52.0040;;;;;;
URU_Inv_1.11_MED_Potência Ativa (W);2026-07-15 10:08:38.8580;;;;;;
URU_Inv_1.11_MED_Potência de Entrada CC (KW);2026-07-15 10:01:51.1290;;;;;;
URU_Inv_1.11_MED_Potência de Entrada CC (KW);2026-07-15 10:03:37.4520;;;;;;
URU_Inv_1.11_MED_Potência de Entrada CC (KW);2026-07-15 10:06:51.1290;;;;;;
URU_Inv_1.11_MED_Potência de Entrada CC (KW);2026-07-15 10:08:37.4520;;;;;;
URU_Inv_1.11_MED_Potência Reativa (KVAr);2026-07-15 10:01:51.1450;;;;;;
URU_Inv_1.11_MED_Potência Reativa (KVAr);2026-07-15 10:03:37.4670;;;;;;
URU_Inv_1.11_MED_Potência Reativa (KVAr);2026-07-15 10:06:51.1450;;;;;;
URU_Inv_1.11_MED_Potência Reativa (KVAr);2026-07-15 10:08:37.4670;;;;;;
URU_Inv_1.11_MED_Temperatura Interna (°C);2026-07-15 10:01:51.1450;;;;;;
URU_Inv_1.11_MED_Temperatura Interna (°C);2026-07-15 10:03:37.4670;;;;;;
URU_Inv_1.11_MED_Temperatura Interna (°C);2026-07-15 10:06:51.1450;;;;;;
URU_Inv_1.11_MED_Temperatura Interna (°C);2026-07-15 10:08:37.4670;;;;;;
URU_Inv_1.11_MED_Tensão - Vab (V);2026-07-15 10:01:51.1290;;;;;;
URU_Inv_1.11_MED_Tensão - Vab (V);2026-07-15 10:03:37.4520;;;;;;
URU_Inv_1.11_MED_Tensão - Vab (V);2026-07-15 10:06:51.1290;;;;;;
URU_Inv_1.11_MED_Tensão - Vab (V);2026-07-15 10:08:37.4520;;;;;;
URU_Inv_1.11_MED_Tensão - Vbc (V);2026-07-15 10:01:51.1290;;;;;;
URU_Inv_1.11_MED_Tensão - Vbc (V);2026-07-15 10:03:37.4520;;;;;;
URU_Inv_1.11_MED_Tensão - Vbc (V);2026-07-15 10:06:51.1290;;;;;;
URU_Inv_1.11_MED_Tensão - Vbc (V);2026-07-15 10:08:37.4520;;;;;;
URU_Inv_1.11_MED_Tensão - Vca (V);2026-07-15 10:01:51.1290;;;;;;
URU_Inv_1.11_MED_Tensão - Vca (V);2026-07-15 10:03:37.4670;;;;;;
URU_Inv_1.11_MED_Tensão - Vca (V);2026-07-15 10:06:51.1290;;;;;;
URU_Inv_1.11_MED_Tensão - Vca (V);2026-07-15 10:08:37.4670;;;;;;
URU_Inv_1.11_MED_Tensão no Barramento (V);2026-07-15 10:01:51.1910;;;;;;
URU_Inv_1.11_MED_Tensão no Barramento (V);2026-07-15 10:03:37.4830;;;;;;
URU_Inv_1.11_MED_Tensão no Barramento (V);2026-07-15 10:06:51.1910;;;;;;
URU_Inv_1.11_MED_Tensão no Barramento (V);2026-07-15 10:08:37.4830;;;;;;
URU_Inv_1.11_STA_Status do Inversor;2026-07-15 10:01:51.1290;;;;;;
URU_Inv_1.11_STA_Status do Inversor;2026-07-15 10:03:37.4520;;;;;;
URU_Inv_1.11_STA_Status do Inversor;2026-07-15 10:06:51.1290;;;;;;
URU_Inv_1.11_STA_Status do Inversor;2026-07-15 10:08:37.4520;;;;;;
URU_Inv_1.11_STA_Status Operacional;2026-07-15 10:01:51.1600;;;;;;
URU_Inv_1.11_STA_Status Operacional;2026-07-15 10:03:37.4670;;;;;;
URU_Inv_1.11_STA_Status Operacional;2026-07-15 10:06:51.1600;;;;;;
URU_Inv_1.11_STA_Status Operacional;2026-07-15 10:08:37.4670;;;;;;
URU_Inv_1.11_STA_Tempo de Operação (h);2026-07-15 10:01:51.1910;;;;;;
URU_Inv_1.11_STA_Tempo de Operação (h);2026-07-15 10:03:37.4830;;;;;;
URU_Inv_1.11_STA_Tempo de Operação (h);2026-07-15 10:06:51.1910;;;;;;
URU_Inv_1.11_STA_Tempo de Operação (h);2026-07-15 10:08:37.4830;;;;;;
URU_Inv_1.11_STR_Corrente PV01 (A);2026-07-15 10:01:51.0350;;;;;;
URU_Inv_1.11_STR_Corrente PV01 (A);2026-07-15 10:03:37.3740;;;;;;
URU_Inv_1.11_STR_Corrente PV01 (A);2026-07-15 10:06:51.0350;;;;;;
URU_Inv_1.11_STR_Corrente PV01 (A);2026-07-15 10:08:37.3740;;;;;;
URU_Inv_1.11_STR_Corrente PV02 (A);2026-07-15 10:01:51.0350;;;;;;
URU_Inv_1.11_STR_Corrente PV02 (A);2026-07-15 10:03:37.3740;;;;;;
URU_Inv_1.11_STR_Corrente PV02 (A);2026-07-15 10:06:51.0350;;;;;;
URU_Inv_1.11_STR_Corrente PV02 (A);2026-07-15 10:08:37.3740;;;;;;
URU_Inv_1.11_STR_Corrente PV03 (A);2026-07-15 10:01:51.0350;;;;;;
URU_Inv_1.11_STR_Corrente PV03 (A);2026-07-15 10:03:37.3740;;;;;;
URU_Inv_1.11_STR_Corrente PV03 (A);2026-07-15 10:06:51.0350;;;;;;
URU_Inv_1.11_STR_Corrente PV03 (A);2026-07-15 10:08:37.3740;;;;;;
URU_Inv_1.11_STR_Corrente PV04 (A);2026-07-15 10:01:51.0510;;;;;;
URU_Inv_1.11_STR_Corrente PV04 (A);2026-07-15 10:03:37.3890;;;;;;
URU_Inv_1.11_STR_Corrente PV04 (A);2026-07-15 10:06:51.0510;;;;;;
URU_Inv_1.11_STR_Corrente PV04 (A);2026-07-15 10:08:37.3890;;;;;;
URU_Inv_1.11_STR_Corrente PV05 (A);2026-07-15 10:01:51.0510;;;;;;
URU_Inv_1.11_STR_Corrente PV05 (A);2026-07-15 10:03:37.3890;;;;;;
URU_Inv_1.11_STR_Corrente PV05 (A);2026-07-15 10:06:51.0510;;;;;;
URU_Inv_1.11_STR_Corrente PV05 (A);2026-07-15 10:08:37.3890;;;;;;
URU_Inv_1.11_STR_Corrente PV06 (A);2026-07-15 10:01:51.0510;;;;;;
URU_Inv_1.11_STR_Corrente PV06 (A);2026-07-15 10:03:37.3890;;;;;;
URU_Inv_1.11_STR_Corrente PV06 (A);2026-07-15 10:06:51.0510;;;;;;
URU_Inv_1.11_STR_Corrente PV06 (A);2026-07-15 10:08:37.3890;;;;;;
URU_Inv_1.11_STR_Corrente PV07 (A);2026-07-15 10:01:51.0510;;;;;;
URU_Inv_1.11_STR_Corrente PV07 (A);2026-07-15 10:03:37.3890;;;;;;
URU_Inv_1.11_STR_Corrente PV07 (A);2026-07-15 10:06:51.0510;;;;;;
URU_Inv_1.11_STR_Corrente PV07 (A);2026-07-15 10:08:37.3890;;;;;;
URU_Inv_1.11_STR_Corrente PV08 (A);2026-07-15 10:01:51.0660;;;;;;
URU_Inv_1.11_STR_Corrente PV08 (A);2026-07-15 10:03:37.3890;;;;;;
URU_Inv_1.11_STR_Corrente PV08 (A);2026-07-15 10:06:51.0660;;;;;;
URU_Inv_1.11_STR_Corrente PV08 (A);2026-07-15 10:08:37.3890;;;;;;
URU_Inv_1.11_STR_Corrente PV09 (A);2026-07-15 10:01:51.0660;;;;;;
URU_Inv_1.11_STR_Corrente PV09 (A);2026-07-15 10:03:37.3890;;;;;;
URU_Inv_1.11_STR_Corrente PV09 (A);2026-07-15 10:06:51.0660;;;;;;
URU_Inv_1.11_STR_Corrente PV09 (A);2026-07-15 10:08:37.3890;;;;;;
URU_Inv_1.11_STR_Corrente PV10 (A);2026-07-15 10:01:51.0660;;;;;;
URU_Inv_1.11_STR_Corrente PV10 (A);2026-07-15 10:03:37.4050;;;;;;
URU_Inv_1.11_STR_Corrente PV10 (A);2026-07-15 10:06:51.0660;;;;;;
URU_Inv_1.11_STR_Corrente PV10 (A);2026-07-15 10:08:37.4050;;;;;;
URU_Inv_1.11_STR_Corrente PV11 (A);2026-07-15 10:01:51.0660;;;;;;
URU_Inv_1.11_STR_Corrente PV11 (A);2026-07-15 10:03:37.4050;;;;;;
URU_Inv_1.11_STR_Corrente PV11 (A);2026-07-15 10:06:51.0660;;;;;;
URU_Inv_1.11_STR_Corrente PV11 (A);2026-07-15 10:08:37.4050;;;;;;
URU_Inv_1.11_STR_Corrente PV12 (A);2026-07-15 10:01:51.0660;;;;;;
URU_Inv_1.11_STR_Corrente PV12 (A);2026-07-15 10:03:37.4050;;;;;;
URU_Inv_1.11_STR_Corrente PV12 (A);2026-07-15 10:06:51.0660;;;;;;
URU_Inv_1.11_STR_Corrente PV12 (A);2026-07-15 10:08:37.4050;;;;;;
URU_Inv_1.11_STR_Corrente PV13 (A);2026-07-15 10:01:51.0660;;;;;;
URU_Inv_1.11_STR_Corrente PV13 (A);2026-07-15 10:03:37.4050;;;;;;
URU_Inv_1.11_STR_Corrente PV13 (A);2026-07-15 10:06:51.0660;;;;;;
URU_Inv_1.11_STR_Corrente PV13 (A);2026-07-15 10:08:37.4050;;;;;;
URU_Inv_1.11_STR_Corrente PV14 (A);2026-07-15 10:01:51.0660;;;;;;
URU_Inv_1.11_STR_Corrente PV14 (A);2026-07-15 10:03:37.4050;;;;;;
URU_Inv_1.11_STR_Corrente PV14 (A);2026-07-15 10:06:51.0660;;;;;;
URU_Inv_1.11_STR_Corrente PV14 (A);2026-07-15 10:08:37.4050;;;;;;
URU_Inv_1.11_STR_Corrente PV15 (A);2026-07-15 10:01:51.0820;;;;;;
URU_Inv_1.11_STR_Corrente PV15 (A);2026-07-15 10:03:37.4050;;;;;;
URU_Inv_1.11_STR_Corrente PV15 (A);2026-07-15 10:06:51.0820;;;;;;
URU_Inv_1.11_STR_Corrente PV15 (A);2026-07-15 10:08:37.4050;;;;;;
URU_Inv_1.11_STR_Corrente PV16 (A);2026-07-15 10:01:51.0820;;;;;;
URU_Inv_1.11_STR_Corrente PV16 (A);2026-07-15 10:03:37.4050;;;;;;
URU_Inv_1.11_STR_Corrente PV16 (A);2026-07-15 10:06:51.0820;;;;;;
URU_Inv_1.11_STR_Corrente PV16 (A);2026-07-15 10:08:37.4050;;;;;;
URU_Inv_1.11_STR_Corrente PV17 (A);2026-07-15 10:01:51.0820;;;;;;
URU_Inv_1.11_STR_Corrente PV17 (A);2026-07-15 10:03:37.4050;;;;;;
URU_Inv_1.11_STR_Corrente PV17 (A);2026-07-15 10:06:51.0820;;;;;;
URU_Inv_1.11_STR_Corrente PV17 (A);2026-07-15 10:08:37.4050;;;;;;
URU_Inv_1.11_STR_Corrente PV18 (A);2026-07-15 10:01:51.0820;;;;;;
URU_Inv_1.11_STR_Corrente PV18 (A);2026-07-15 10:03:37.4210;;;;;;
URU_Inv_1.11_STR_Corrente PV18 (A);2026-07-15 10:06:51.0820;;;;;;
URU_Inv_1.11_STR_Corrente PV18 (A);2026-07-15 10:08:37.4210;;;;;;
URU_Inv_1.11_STR_Corrente PV19 (A);2026-07-15 10:01:51.0820;;;;;;
URU_Inv_1.11_STR_Corrente PV19 (A);2026-07-15 10:03:37.4210;;;;;;
URU_Inv_1.11_STR_Corrente PV19 (A);2026-07-15 10:06:51.0820;;;;;;
URU_Inv_1.11_STR_Corrente PV19 (A);2026-07-15 10:08:37.4210;;;;;;
URU_Inv_1.11_STR_Corrente PV20 (A);2026-07-15 10:01:51.0820;;;;;;
URU_Inv_1.11_STR_Corrente PV20 (A);2026-07-15 10:03:37.4210;;;;;;
URU_Inv_1.11_STR_Corrente PV20 (A);2026-07-15 10:06:51.0820;;;;;;
URU_Inv_1.11_STR_Corrente PV20 (A);2026-07-15 10:08:37.4210;;;;;;
URU_Inv_1.11_STR_Corrente PV21 (A);2026-07-15 10:01:51.1000;;;;;;
URU_Inv_1.11_STR_Corrente PV21 (A);2026-07-15 10:03:37.4210;;;;;;
URU_Inv_1.11_STR_Corrente PV21 (A);2026-07-15 10:06:51.1000;;;;;;
URU_Inv_1.11_STR_Corrente PV21 (A);2026-07-15 10:08:37.4210;;;;;;
URU_Inv_1.11_STR_Corrente PV22 (A);2026-07-15 10:01:51.1000;;;;;;
URU_Inv_1.11_STR_Corrente PV22 (A);2026-07-15 10:03:37.4210;;;;;;
URU_Inv_1.11_STR_Corrente PV22 (A);2026-07-15 10:06:51.1000;;;;;;
URU_Inv_1.11_STR_Corrente PV22 (A);2026-07-15 10:08:37.4210;;;;;;
URU_Inv_1.11_STR_Corrente PV23 (A);2026-07-15 10:01:51.1000;;;;;;
URU_Inv_1.11_STR_Corrente PV23 (A);2026-07-15 10:03:37.4210;;;;;;
URU_Inv_1.11_STR_Corrente PV23 (A);2026-07-15 10:06:51.1000;;;;;;
URU_Inv_1.11_STR_Corrente PV23 (A);2026-07-15 10:08:37.4210;;;;;;
URU_Inv_1.11_STR_Corrente PV24 (A);2026-07-15 10:01:51.1000;;;;;;
URU_Inv_1.11_STR_Corrente PV24 (A);2026-07-15 10:03:37.4210;;;;;;
URU_Inv_1.11_STR_Corrente PV24 (A);2026-07-15 10:06:51.1000;;;;;;
URU_Inv_1.11_STR_Corrente PV24 (A);2026-07-15 10:08:37.4210;;;;;;
URU_Inv_1.11_STR_Corrente PV25 (A);2026-07-15 10:01:51.1000;;;;;;
URU_Inv_1.11_STR_Corrente PV25 (A);2026-07-15 10:03:37.4210;;;;;;
URU_Inv_1.11_STR_Corrente PV25 (A);2026-07-15 10:06:51.1000;;;;;;
URU_Inv_1.11_STR_Corrente PV25 (A);2026-07-15 10:08:37.4210;;;;;;
URU_Inv_1.11_STR_Corrente PV26 (A);2026-07-15 10:01:51.1000;;;;;;
URU_Inv_1.11_STR_Corrente PV26 (A);2026-07-15 10:03:37.4210;;;;;;
URU_Inv_1.11_STR_Corrente PV26 (A);2026-07-15 10:06:51.1000;;;;;;
URU_Inv_1.11_STR_Corrente PV26 (A);2026-07-15 10:08:37.4210;;;;;;
URU_Inv_1.11_STR_Corrente PV27 (A);2026-07-15 10:01:51.1000;;;;;;
URU_Inv_1.11_STR_Corrente PV27 (A);2026-07-15 10:03:37.4360;;;;;;
URU_Inv_1.11_STR_Corrente PV27 (A);2026-07-15 10:06:51.1000;;;;;;
URU_Inv_1.11_STR_Corrente PV27 (A);2026-07-15 10:08:37.4360;;;;;;
URU_Inv_1.11_STR_Corrente PV28 (A);2026-07-15 10:01:51.1130;;;;;;
URU_Inv_1.11_STR_Corrente PV28 (A);2026-07-15 10:03:37.4360;;;;;;
URU_Inv_1.11_STR_Corrente PV28 (A);2026-07-15 10:06:51.1130;;;;;;
URU_Inv_1.11_STR_Corrente PV28 (A);2026-07-15 10:08:37.4360;;;;;;
URU_Inv_1.11_STR_Corrente PV29 (A);2026-07-15 10:01:51.1130;;;;;;
URU_Inv_1.11_STR_Corrente PV29 (A);2026-07-15 10:03:37.4360;;;;;;
URU_Inv_1.11_STR_Corrente PV29 (A);2026-07-15 10:06:51.1130;;;;;;
URU_Inv_1.11_STR_Corrente PV29 (A);2026-07-15 10:08:37.4360;;;;;;
URU_Inv_1.11_STR_Corrente PV30 (A);2026-07-15 10:01:51.1130;;;;;;
URU_Inv_1.11_STR_Corrente PV30 (A);2026-07-15 10:03:37.4360;;;;;;
URU_Inv_1.11_STR_Corrente PV30 (A);2026-07-15 10:06:51.1130;;;;;;
URU_Inv_1.11_STR_Corrente PV30 (A);2026-07-15 10:08:37.4360;;;;;;
URU_Inv_1.11_STR_Tensão PV01 (V);2026-07-15 10:01:50.9570;;;;;;
URU_Inv_1.11_STR_Tensão PV01 (V);2026-07-15 10:03:37.2800;;;;;;
URU_Inv_1.11_STR_Tensão PV01 (V);2026-07-15 10:06:50.9570;;;;;;
URU_Inv_1.11_STR_Tensão PV01 (V);2026-07-15 10:08:37.2800;;;;;;
URU_Inv_1.11_STR_Tensão PV02 (V);2026-07-15 10:01:51.0350;;;;;;
URU_Inv_1.11_STR_Tensão PV02 (V);2026-07-15 10:03:37.3740;;;;;;
URU_Inv_1.11_STR_Tensão PV02 (V);2026-07-15 10:06:51.0350;;;;;;
URU_Inv_1.11_STR_Tensão PV02 (V);2026-07-15 10:08:37.3740;;;;;;
URU_Inv_1.11_STR_Tensão PV03 (V);2026-07-15 10:01:51.0350;;;;;;
URU_Inv_1.11_STR_Tensão PV03 (V);2026-07-15 10:03:37.3740;;;;;;
URU_Inv_1.11_STR_Tensão PV03 (V);2026-07-15 10:06:51.0350;;;;;;
URU_Inv_1.11_STR_Tensão PV03 (V);2026-07-15 10:08:37.3740;;;;;;
URU_Inv_1.11_STR_Tensão PV04 (V);2026-07-15 10:01:51.0510;;;;;;
URU_Inv_1.11_STR_Tensão PV04 (V);2026-07-15 10:03:37.3890;;;;;;
URU_Inv_1.11_STR_Tensão PV04 (V);2026-07-15 10:06:51.0510;;;;;;
URU_Inv_1.11_STR_Tensão PV04 (V);2026-07-15 10:08:37.3890;;;;;;
URU_Inv_1.11_STR_Tensão PV05 (V);2026-07-15 10:01:51.0510;;;;;;
URU_Inv_1.11_STR_Tensão PV05 (V);2026-07-15 10:03:37.3890;;;;;;
URU_Inv_1.11_STR_Tensão PV05 (V);2026-07-15 10:06:51.0510;;;;;;
URU_Inv_1.11_STR_Tensão PV05 (V);2026-07-15 10:08:37.3890;;;;;;
URU_Inv_1.11_STR_Tensão PV06 (V);2026-07-15 10:01:51.0510;;;;;;
URU_Inv_1.11_STR_Tensão PV06 (V);2026-07-15 10:03:37.3890;;;;;;
URU_Inv_1.11_STR_Tensão PV06 (V);2026-07-15 10:06:51.0510;;;;;;
URU_Inv_1.11_STR_Tensão PV06 (V);2026-07-15 10:08:37.3890;;;;;;
URU_Inv_1.12_CAL_Energia Esperada (KWh);2026-07-15 10:02:01.8660;;;;;;
URU_Inv_1.12_CAL_Energia Esperada (KWh);2026-07-15 10:03:46.5300;;;;;;
URU_Inv_1.12_CAL_Energia Esperada (KWh);2026-07-15 10:07:01.8660;;;;;;
